date,daily_consumption,AWND,PRCP,TMAX,TMIN
2009-09-07,1221.458,1.8,0.0,23.3,15.6
2009-09-08,1086.254,0.8,0.0,23.3,16.7
2009-09-09,1521.344,3.7,0.0,24.4,17.2
2009-09-10,1112.354,5.6,0.0,20.0,15.6
2009-09-11,1214.146,6.1,21.3,18.9,13.3
2009-09-12,2064.358,2.3,0.8,19.4,17.2
2009-09-13,1570.302,1.9,0.0,26.1,17.8
2009-09-14,1574.858,2.2,0.0,24.4,16.1
2009-09-15,1456.806,1.8,0.0,25.6,17.2
2009-09-16,1743.162,4.6,0.0,21.1,17.2
2009-09-17,1223.426,2.6,0.3,17.2,12.8
2009-09-18,1374.032,2.6,0.0,23.3,13.3
2009-09-19,2135.71,1.7,0.0,21.1,11.7
2009-09-20,2035.328,1.6,0.0,22.8,12.2
2009-09-21,1417.868,1.8,0.0,23.9,13.9
2009-09-22,1246.536,1.3,0.0,22.8,17.8
2009-09-23,1636.61,2.5,0.0,26.7,20.6
2009-09-24,1426.258,2.1,0.8,27.8,18.9
2009-09-25,1161.016,3.3,0.0,20.6,13.3
2009-09-26,1556.254,2.9,3.6,19.4,12.2
2009-09-27,1410.472,2.1,26.2,20.0,15.0
2009-09-28,1299.456,2.9,4.6,22.2,14.4
2009-09-29,1146.398,3.2,0.0,18.9,12.2
2009-09-30,1772.736,3.5,0.0,15.6,9.4
2009-10-01,1287.252,2.2,0.0,12.8,8.3
2009-10-02,1152.668,2.1,1.5,17.8,8.3
2009-10-03,1716.74,1.3,7.4,21.1,17.2
2009-10-04,1621.106,1.9,0.0,23.3,13.9
2009-10-05,1275.522,3.2,0.0,19.4,11.7
2009-10-06,1428.448,2.0,0.0,18.9,10.0
2009-10-07,1821.834,4.9,4.1,20.6,13.9
2009-10-08,1577.166,2.6,0.0,17.2,11.1
2009-10-09,1351.862,1.8,0.8,20.6,15.0
2009-10-10,2012.756,2.2,0.0,18.9,10.0
2009-10-11,1938.284,2.5,0.0,17.8,7.8
2009-10-12,1351.604,1.2,0.0,11.7,6.1
2009-10-13,1449.1,2.7,0.0,17.8,7.8
2009-10-14,1711.224,1.3,0.0,11.7,5.0
2009-10-15,1489.976,5.1,15.0,8.3,2.8
2009-10-16,1516.86,4.1,1.3,7.8,2.8
2009-10-17,2742.08,4.2,0.8,8.9,5.6
2009-10-18,1556.164,4.0,7.4,7.2,5.0
2009-10-19,1369.108,1.7,0.0,12.8,2.8
2009-10-20,1722.808,1.7,0.0,18.3,7.2
2009-10-21,1969.506,0.5,0.0,20.0,11.1
2009-10-22,1399.71,2.8,0.0,23.3,12.2
2009-10-23,1757.45,4.0,4.8,17.8,9.4
2009-10-24,2614.408,3.0,46.0,18.3,11.7
2009-10-25,2406.536,2.7,0.0,16.7,10.6
2009-10-26,1112.344,2.0,0.0,15.6,7.8
2009-10-27,1116.756,3.1,15.7,12.8,10.0
2009-10-28,1268.708,3.9,32.8,13.9,10.6
2009-10-29,1981.44,2.4,0.0,13.9,9.4
2009-10-30,1493.358,2.5,0.0,15.0,11.1
2009-10-31,1875.942,3.1,4.3,21.7,12.8
2009-11-01,1843.168,2.6,0.3,14.4,9.4
2009-11-02,1504.226,3.7,0.0,12.8,7.8
2009-11-03,2266.688,2.1,0.0,15.6,6.1
2009-11-04,1801.8,2.2,0.0,11.1,5.0
2009-11-05,1560.466,2.0,0.0,11.7,5.6
2009-11-06,1390.45,3.2,0.0,10.0,2.8
2009-11-07,1557.176,2.2,0.0,11.7,1.7
2009-11-08,2508.002,1.1,0.0,20.6,8.3
2009-11-09,1404.752,1.8,0.0,19.4,9.4
2009-11-10,1606.184,2.1,0.0,18.3,13.3
2009-11-11,2040.48,4.9,0.0,13.9,8.9
2009-11-12,1463.066,6.4,1.8,10.0,7.2
2009-11-13,1532.926,7.0,1.0,12.8,8.9
2009-11-14,2560.456,3.0,12.4,13.9,11.1
2009-11-15,1967.308,1.5,0.5,18.9,12.2
2009-11-16,1514.468,2.3,0.0,15.0,9.4
2009-11-17,1708.294,3.3,0.0,12.8,7.8
2009-11-18,2639.174,3.3,0.0,11.7,5.6
2009-11-19,1474.848,2.8,4.6,15.0,8.3
2009-11-20,1961.016,3.1,12.7,16.1,8.9
2009-11-21,2496.856,2.1,0.0,13.9,7.8
2009-11-22,2450.976,3.1,0.0,12.8,7.2
2009-11-23,1471.122,5.0,0.0,10.0,6.7
2009-11-24,2128.856,3.3,0.0,14.4,8.9
2009-11-25,1980.13,2.4,0.8,10.6,9.4
2009-11-26,1599.626,2.1,0.0,13.9,10.0
2009-11-27,1380.026,4.3,0.0,10.0,6.1
2009-11-28,1858.95,5.1,0.0,10.0,5.6
2009-11-29,1650.962,2.3,0.0,15.0,3.9
2009-11-30,1745.19,3.1,6.9,13.9,4.4
2009-12-01,1756.378,3.2,0.0,8.3,1.7
2009-12-02,2345.668,2.2,11.4,13.3,5.0
2009-12-03,1479.688,4.4,18.5,18.9,9.4
2009-12-04,1711.294,2.4,0.0,11.1,6.7
2009-12-05,2351.762,3.3,16.3,7.2,0.6
2009-12-06,2378.288,3.2,0.0,3.3,0.6
2009-12-07,1742.638,2.0,0.0,3.9,0.0
2009-12-08,2006.884,3.3,0.0,6.7,1.1
2009-12-09,1802.356,3.7,37.6,11.7,0.6
2009-12-10,2054.286,5.5,0.0,7.8,-2.8
2009-12-11,1784.462,5.7,0.0,-1.7,-6.1
2009-12-12,1816.38,3.4,0.0,2.8,-3.9
2009-12-13,2138.814,2.7,24.1,11.1,1.1
2009-12-14,1794.862,2.4,0.0,7.8,4.4
2009-12-15,1940.116,3.1,0.0,11.1,5.6
2009-12-16,1394.874,4.9,0.0,5.6,-2.2
2009-12-17,1717.182,5.1,0.0,-0.6,-6.7
2009-12-18,1744.706,2.4,0.0,-1.1,-8.9
2009-12-19,2204.334,4.8,15.5,-1.1,-6.1
2009-12-20,1144.166,4.4,3.3,1.1,-6.1
2009-12-21,2034.966,4.8,0.0,2.2,-2.2
2009-12-22,1888.022,4.1,0.0,2.2,-5.0
2009-12-23,1455.2,4.3,0.0,-1.1,-6.7
2009-12-24,2905.894,2.5,0.0,3.9,-4.4
2009-12-25,2127.648,4.2,6.1,3.3,0.6
2009-12-26,2183.618,5.5,37.6,12.2,2.8
2009-12-27,2195.452,3.4,8.4,12.8,4.4
2009-12-28,2094.098,4.0,0.0,6.1,-1.1
2009-12-29,2047.968,6.4,0.0,-0.6,-8.9
2009-12-30,2451.11,2.6,0.0,0.0,-7.2
2009-12-31,2211.892,1.6,5.8,1.7,-1.7
2010-01-01,1224.252,1.5,0.8,4.4,0.6
2010-01-02,1308.836,5.6,0.5,1.1,-8.3
2010-01-03,2083.454,6.4,0.0,-5.6,-8.3
2010-01-04,1604.132,4.8,0.0,-1.1,-7.2
2010-01-05,2219.78,4.4,0.0,-1.1,-6.7
2010-01-06,1777.18,4.3,0.0,1.1,-3.3
2010-01-07,1769.442,3.9,0.0,2.8,-1.1
2010-01-08,1797.208,3.4,1.3,0.6,-5.0
2010-01-09,2336.9,3.9,0.0,-1.1,-7.8
2010-01-10,2508.466,3.1,0.0,-2.2,-10.0
2010-01-11,1518.684,3.2,0.0,-0.6,-6.1
2010-01-12,1282.538,4.2,0.0,1.7,-4.4
2010-01-14,618.488,1.5,0.0,5.6,-1.1
2010-01-15,2196.76,3.5,0.0,10.0,1.7
2010-01-16,2150.112,2.9,0.0,9.4,3.3
2010-01-17,1906.556,1.7,14.5,7.8,1.7
2010-01-18,1881.098,,1.3,10.0,2.8
2010-01-19,2433.508,,0.0,8.9,4.4
2010-01-20,2351.728,2.8,0.0,5.0,1.1
2010-01-21,2137.856,1.4,0.0,5.0,-0.6
2010-01-22,1790.626,2.9,0.0,6.7,0.0
2010-01-23,2608.51,1.4,0.0,4.4,-2.2
2010-01-24,2269.42,1.1,0.5,10.0,0.0
2010-01-25,1930.51,,31.8,13.9,9.4
2010-01-26,2067.564,3.9,0.0,9.4,1.7
2010-01-27,2760.902,3.1,0.0,3.9,-0.6
2010-01-28,2110.234,3.8,2.3,5.6,-6.7
2010-01-29,2092.99,5.2,0.0,-5.0,-8.9
2010-01-30,2842.728,4.0,0.0,-6.7,-10.6
2010-01-31,1799.196,2.8,0.0,-1.1,-10.0
2010-02-01,1693.778,3.6,0.0,1.7,-3.9
2010-02-02,2157.432,1.9,0.8,0.6,-2.8
2010-02-03,2903.014,2.3,1.5,3.9,-1.7
2010-02-04,2316.27,4.0,0.0,2.8,-2.2
2010-02-05,2098.892,2.1,0.0,2.2,-1.7
2010-02-06,2712.986,6.1,0.0,0.6,-6.7
2010-02-07,1625.708,4.5,0.0,1.1,-8.3
2010-02-08,2582.238,4.4,0.0,2.8,-5.0
2010-02-09,2420.932,2.3,0.0,5.6,-2.2
2010-02-10,1944.542,5.5,33.8,1.1,-1.1
2010-02-11,1369.768,5.3,0.0,2.8,-2.2
2010-02-12,1892.998,3.7,0.0,2.8,-3.3
2010-02-13,2351.556,3.9,0.0,0.0,-4.4
2010-02-14,1686.698,4.1,0.0,3.9,-2.2
2010-02-15,2097.132,3.1,0.3,4.4,-2.8
2010-02-16,1797.756,2.5,10.9,0.6,-1.7
2010-02-17,2054.56,3.6,0.0,1.7,-3.3
2010-02-18,1761.156,4.5,0.0,4.4,0.0
2010-02-19,1953.572,5.1,0.0,6.1,1.7
2010-02-20,1983.728,3.6,0.0,6.7,1.7
2010-02-21,2740.314,4.3,0.0,7.8,0.6
2010-02-22,1474.036,2.7,0.8,7.2,-1.7
2010-02-23,1461.28,6.3,30.5,3.3,1.7
2010-02-24,1914.278,3.5,10.7,5.6,2.2
2010-02-25,1880.204,1.5,50.8,3.3,-2.8
2010-02-26,2120.156,3.1,29.7,0.6,-3.3
2010-02-27,1765.056,2.0,0.3,3.3,-1.7
2010-02-28,711.666,1.7,0.0,4.4,0.6
2010-03-01,1298.728,4.4,0.0,8.9,2.2
2010-03-02,766.9060000000001,2.4,0.3,8.3,2.2
2010-03-03,935.834,4.7,1.8,5.0,1.1
2010-03-04,682.88,3.5,0.0,8.3,1.7
2010-03-05,1133.726,3.4,0.0,9.4,1.1
2010-03-06,794.712,3.2,0.0,12.2,0.0
2010-03-07,1372.472,3.2,0.0,13.9,2.8
2010-03-08,2557.098,3.2,0.0,16.1,5.0
2010-03-09,1760.112,2.0,0.0,16.1,6.7
2010-03-10,1822.632,2.2,0.0,13.9,6.7
2010-03-11,1951.09,4.0,0.0,11.7,5.6
2010-03-12,1645.424,6.2,5.3,6.1,3.9
2010-03-13,2383.01,10.2,98.0,7.8,3.3
2010-03-14,1566.714,6.1,6.1,10.0,6.1
2010-03-15,1791.85,5.2,8.4,7.8,5.0
2010-03-16,1542.65,3.4,0.0,17.2,5.0
2010-03-17,2009.13,1.1,0.0,18.9,6.1
2010-03-18,1562.682,1.5,0.0,20.6,10.0
2010-03-19,1663.384,1.5,0.0,22.2,9.4
2010-03-20,131.732,2.2,0.0,23.3,12.2
2010-03-21,917.282,2.9,0.0,17.8,10.6
2010-03-22,1618.59,2.5,34.0,13.9,10.0
2010-03-23,1822.162,2.7,2.8,11.7,7.2
2010-03-24,1994.752,5.2,0.0,15.6,6.1
2010-03-25,1679.884,1.9,0.0,16.7,8.9
2010-03-26,1651.284,4.7,3.6,11.1,1.1
2010-03-27,1847.97,3.4,0.0,6.7,-1.7
2010-03-28,1798.214,3.6,8.6,9.4,2.2
2010-03-29,1622.738,2.9,40.1,11.7,8.9
2010-03-30,1906.454,4.8,62.2,10.0,5.0
2010-03-31,1923.802,2.6,0.3,13.9,7.2
2010-04-01,1687.44,2.1,0.0,21.1,8.9
2010-04-02,1648.622,2.0,0.0,20.0,8.9
2010-04-03,1805.278,2.2,0.0,19.4,8.3
2010-04-04,1690.388,1.2,0.0,24.4,8.3
2010-04-05,1118.82,2.9,0.0,23.9,13.3
2010-04-06,1825.852,1.8,0.0,25.6,14.4
2010-04-07,1596.982,3.1,0.0,33.3,13.3
2010-04-08,1649.22,2.8,0.0,26.7,17.8
2010-04-09,1233.35,3.4,7.6,20.0,6.7
2010-04-10,1190.208,4.4,0.0,16.7,5.6
2010-04-11,1602.81,3.0,0.0,24.4,11.1
2010-04-12,1439.426,2.4,0.0,19.4,11.1
2010-04-13,1512.704,2.2,0.0,13.3,8.3
2010-04-14,1660.364,2.3,0.0,19.4,7.2
2010-04-15,1872.178,3.0,0.0,22.8,10.0
2010-04-16,1562.062,3.3,7.9,13.9,7.8
2010-04-17,1557.712,3.0,0.3,12.2,7.8
2010-04-18,1476.106,3.2,0.0,13.9,5.6
2010-04-19,1708.594,3.1,0.0,17.2,7.8
2010-04-20,1833.628,2.2,0.0,21.1,8.3
2010-04-21,1579.914,3.0,0.8,20.6,11.7
2010-04-22,1460.904,2.6,0.0,22.2,10.6
2010-04-23,1180.536,2.9,0.0,20.0,6.7
2010-04-24,1518.418,2.5,0.0,20.0,7.8
2010-04-25,1542.742,3.1,40.6,11.1,7.8
2010-04-26,1082.716,3.6,17.5,11.7,8.9
2010-04-27,1250.94,3.3,1.3,14.4,5.0
2010-04-28,867.858,4.3,0.0,13.3,4.4
2010-04-29,1103.724,4.0,0.0,20.6,7.2
2010-04-30,1118.628,2.3,0.0,25.6,13.3
2010-05-01,1320.158,1.8,0.0,29.4,17.8
2010-05-02,2187.91,2.3,0.0,31.1,18.9
2010-05-03,1411.302,2.2,32.8,26.7,19.4
2010-05-04,1516.96,2.3,0.0,27.2,16.7
2010-05-05,1805.308,2.3,0.0,26.7,14.4
2010-05-06,1299.25,3.3,0.0,25.6,15.0
2010-05-07,1644.004,2.2,0.0,22.8,11.1
2010-05-08,1533.422,4.5,1.0,24.4,9.4
2010-05-09,1566.51,5.1,0.0,11.1,6.7
2010-05-10,1467.892,3.6,0.0,16.1,5.0
2010-05-11,1571.368,1.5,0.8,13.3,6.1
2010-05-12,2035.418,3.1,10.9,8.9,6.7
2010-05-13,1552.496,2.2,0.0,19.4,6.1
2010-05-14,1722.146,2.9,1.0,26.7,12.8
2010-05-15,1944.772,3.3,0.0,22.8,15.6
2010-05-16,2100.426,1.9,0.0,22.2,12.2
2010-05-17,1628.182,1.3,0.0,23.3,12.8
2010-05-18,1421.184,4.0,27.7,16.7,10.0
2010-05-19,1426.752,1.7,0.0,17.8,10.0
2010-05-20,1153.898,1.3,0.0,26.1,12.8
2010-05-21,1294.396,2.2,0.0,29.4,16.1
2010-05-22,2095.772,2.8,0.0,23.3,13.9
2010-05-23,1487.556,3.6,0.0,21.7,14.4
2010-05-24,1341.332,2.3,0.8,22.8,15.6
2010-05-25,1198.626,1.5,0.0,27.8,16.1
2010-05-26,1387.884,2.0,0.0,33.3,18.3
2010-05-27,1323.342,2.6,1.5,28.3,12.8
2010-05-28,1398.164,1.3,0.0,21.1,13.3
2010-05-29,2049.808,2.5,0.0,25.0,16.1
2010-05-30,1665.7,2.6,0.0,28.9,19.4
2010-05-31,1340.462,1.7,0.0,30.0,20.6
2010-06-01,1268.964,2.0,0.0,29.4,18.9
2010-06-02,980.898,1.5,0.0,30.6,19.4
2010-06-03,1394.186,2.1,0.0,30.6,19.4
2010-06-04,1420.554,1.7,0.0,31.1,22.2
2010-06-05,2009.644,3.3,0.0,31.1,24.4
2010-06-06,1746.792,3.8,0.5,31.7,16.1
2010-06-07,1012.082,3.1,0.0,23.9,13.9
2010-06-08,1362.034,2.3,0.0,23.9,14.4
2010-06-09,1534.682,1.9,22.6,20.0,13.9
2010-06-10,1215.19,1.6,6.4,23.3,14.4
2010-06-11,1470.672,1.9,0.0,21.7,14.4
2010-06-12,1973.108,2.1,0.0,26.1,16.1
2010-06-13,1674.356,2.8,7.6,25.6,18.3
2010-06-14,1217.984,1.1,0.3,26.1,17.8
2010-06-15,1223.966,2.4,0.0,27.2,17.8
2010-06-16,1768.092,2.2,0.0,23.9,17.8
2010-06-17,1028.018,3.2,11.4,23.3,18.3
2010-06-18,1332.316,1.5,0.0,30.0,15.6
2010-06-19,1416.22,2.2,0.0,27.2,17.8
2010-06-20,1672.55,1.7,0.0,31.7,21.7
2010-06-21,1660.89,1.7,0.0,30.6,21.7
2010-06-22,1520.588,1.7,6.9,30.6,21.7
2010-06-23,1442.064,2.7,0.0,31.7,21.7
2010-06-24,1095.78,2.9,0.0,33.3,24.4
2010-06-25,1099.438,2.1,0.0,30.6,21.7
2010-06-26,981.62,1.6,0.0,31.7,21.7
2010-06-27,1139.964,1.7,0.0,32.8,21.7
2010-06-28,1471.34,3.1,0.3,33.9,24.4
2010-06-29,1367.296,2.9,0.0,32.8,21.1
2010-06-30,1384.136,2.6,0.0,26.1,16.7
2010-07-01,1349.002,2.7,0.0,25.0,16.7
2010-07-02,1140.928,2.2,0.0,27.8,16.1
2010-07-03,1120.074,1.5,0.0,31.7,18.3
2010-07-04,1538.088,2.4,0.0,35.6,22.8
2010-07-05,1113.99,1.4,0.0,37.2,24.4
2010-07-06,1005.934,1.5,0.0,39.4,27.2
2010-07-07,834.788,2.1,0.0,37.8,26.7
2010-07-08,1212.652,1.6,0.0,31.7,25.0
2010-07-09,1083.478,2.5,0.5,32.2,23.9
2010-07-10,1154.504,1.7,0.0,28.3,22.8
2010-07-11,1193.572,1.6,0.0,34.4,21.7
2010-07-12,1109.574,2.0,0.0,34.4,22.8
2010-07-13,1382.114,2.2,21.3,28.3,22.8
2010-07-14,1409.472,1.9,11.4,26.1,22.8
2010-07-15,1633.162,2.4,0.0,30.6,22.2
2010-07-16,820.056,2.2,0.0,33.9,23.3
2010-07-17,806.352,2.4,0.0,34.4,24.4
2010-07-18,812.038,2.5,0.0,34.4,25.6
2010-07-19,801.158,1.6,3.8,33.3,22.2
2010-07-20,855.824,1.6,0.0,31.7,23.3
2010-07-21,1064.166,1.8,0.0,33.9,24.4
2010-07-22,1164.446,3.0,0.0,32.2,23.3
2010-07-23,1176.158,0.7,17.8,30.6,22.8
2010-07-24,921.668,2.4,0.0,36.1,26.7
2010-07-25,1130.41,2.5,8.9,33.9,21.1
2010-07-26,884.15,2.9,0.0,30.6,20.0
2010-07-27,952.36,1.9,0.0,32.8,21.1
2010-07-28,862.654,2.9,0.0,31.7,23.3
2010-07-29,549.104,2.6,2.3,31.7,23.3
2010-07-30,551.26,2.2,0.0,29.4,18.9
2010-07-31,554.616,2.2,0.0,29.4,18.9
2010-08-01,555.664,1.5,0.0,26.7,21.1
2010-08-02,549.482,2.2,0.0,29.4,20.6
2010-08-03,615.212,3.1,0.0,30.0,22.2
2010-08-04,543.356,2.4,0.0,32.8,23.9
2010-08-05,533.476,3.0,0.5,35.0,25.0
2010-08-06,524.746,2.2,0.0,32.2,21.1
2010-08-07,527.476,1.6,0.0,30.6,20.0
2010-08-08,528.46,3.0,0.0,31.7,22.8
2010-08-09,535.064,2.6,0.0,34.4,23.3
2010-08-10,544.758,1.5,0.0,33.3,25.6
2010-08-11,542.002,2.3,0.0,33.9,24.4
2010-08-12,529.698,2.6,2.3,24.4,20.0
2010-08-13,534.294,3.3,0.0,27.8,20.0
2010-08-14,554.27,2.4,0.0,27.8,18.3
2010-08-15,1055.986,2.1,4.1,25.0,19.4
2010-08-16,1129.73,1.8,2.8,30.0,20.6
2010-08-17,978.202,1.4,0.0,32.8,23.3
2010-08-22,93.338,2.9,42.9,26.7,20.6
2010-08-23,765.658,3.6,26.7,21.1,18.3
2010-08-24,722.948,4.4,0.5,21.1,17.8
2010-08-25,980.408,1.6,25.4,20.6,17.8
2010-08-26,757.252,2.5,0.0,27.8,18.3
2010-08-27,2030.65,1.8,0.0,26.1,16.1
2010-08-28,1442.856,1.6,0.0,28.3,16.7
2010-08-29,1668.48,1.5,0.0,34.4,19.4
2010-08-30,1494.802,1.6,0.0,33.3,22.2
2010-08-31,1365.106,1.6,0.0,35.6,24.4
2010-09-01,1593.318,1.4,0.0,35.6,24.4
2010-09-02,1392.492,2.7,0.0,34.4,25.6
2010-09-03,1346.414,2.7,0.0,29.4,23.9
2010-09-04,1743.84,4.7,0.0,27.2,17.8
2010-09-05,1323.018,2.3,0.0,25.6,16.1
2010-09-06,1422.876,1.9,0.0,26.7,15.6
2010-09-07,1451.854,2.8,0.0,31.7,20.0
2010-09-08,1303.812,3.7,0.0,32.2,18.9
2010-09-09,1238.714,3.1,0.0,21.1,16.1
2010-09-10,1328.108,2.5,0.0,23.3,16.1
2010-09-11,1463.31,2.4,0.0,26.1,15.0
2010-09-12,1612.092,2.8,3.8,19.4,15.0
2010-09-13,1076.32,1.5,3.3,25.0,15.0
2010-09-14,1430.678,2.2,0.0,24.4,15.6
2010-09-15,986.094,2.6,0.0,22.2,13.9
2010-09-16,1339.738,2.4,11.7,22.2,13.9
2010-09-17,1497.608,2.0,1.3,21.7,15.0
2010-09-18,1247.946,1.5,0.0,21.1,14.4
2010-09-19,919.6,1.2,0.0,27.2,16.1
2010-09-20,1682.832,3.0,0.0,23.3,15.0
2010-09-21,1111.376,2.2,0.0,23.3,12.2
2010-09-22,1510.394,2.6,3.0,30.6,17.8
2010-09-23,1449.862,2.2,0.0,27.2,18.9
2010-09-24,1327.992,1.6,0.0,29.4,19.4
2010-09-25,106.006,3.2,0.0,31.7,19.4
2010-09-28,470.426,,8.4,22.8,21.1
2010-09-29,1684.426,1.9,0.0,25.6,17.2
2010-09-30,1248.278,,27.9,23.9,20.6
2010-10-01,1504.82,,62.5,23.3,15.0
2010-10-02,1923.254,1.9,0.0,18.9,11.1
2010-10-03,1830.684,5.1,0.8,17.8,10.0
2010-10-04,1775.96,4.4,8.6,12.8,11.1
2010-10-05,1854.624,3.5,0.0,16.1,11.7
2010-10-06,1315.456,2.5,0.0,17.8,12.2
2010-10-07,1809.954,3.4,0.0,21.7,11.7
2010-10-08,1510.456,2.8,0.0,22.8,12.2
2010-10-09,1611.78,2.5,0.0,22.2,12.2
2010-10-10,1998.904,1.8,0.0,20.6,7.8
2010-10-11,1622.59,1.0,28.7,23.9,13.9
2010-10-12,1579.692,1.7,2.3,20.6,12.2
2010-10-13,2073.886,2.0,0.0,17.8,8.9
2010-10-14,2135.122,1.5,15.5,17.2,10.0
2010-10-15,1596.324,5.1,0.5,13.9,9.4
2010-10-16,1000.014,4.7,0.0,14.4,10.0
2010-10-17,1047.382,2.3,0.0,20.6,8.9
2010-10-18,2713.884,2.6,0.0,15.6,10.0
2010-10-19,1925.978,1.2,0.8,15.0,8.3
2010-10-20,1727.964,1.6,0.0,15.0,8.3
2010-10-21,1355.198,3.3,0.3,16.7,9.4
2010-10-22,1668.892,3.4,0.0,11.7,7.8
2010-10-23,2293.236,2.3,0.0,17.8,6.7
2010-10-24,2390.548,1.5,0.0,20.0,11.7
2010-10-25,1163.292,2.1,0.0,23.3,12.2
2010-10-26,945.904,2.8,0.0,22.2,17.2
2010-10-27,1260.278,2.6,4.8,23.9,18.3
2010-10-28,1463.326,3.1,0.0,23.3,13.3
2010-10-29,1204.422,4.3,0.0,13.9,8.3
2010-10-30,2152.7,3.3,0.0,13.9,5.6
2010-10-31,1476.43,3.8,0.0,14.4,5.6
2010-11-01,1383.18,2.6,0.0,9.4,2.8
2010-11-02,1191.082,1.4,0.0,10.0,2.2
2010-11-03,1293.298,1.7,0.0,12.2,5.0
2010-11-04,2555.146,3.0,27.7,10.6,8.3
2010-11-05,1736.088,2.4,1.3,11.1,7.2
2010-11-06,1805.408,2.4,0.0,10.6,4.4
2010-11-07,1673.816,3.1,0.0,10.6,2.2
2010-11-08,1825.54,4.6,1.0,7.2,4.4
2010-11-09,2022.098,3.6,0.0,12.2,5.0
2010-11-10,1946.534,3.4,0.0,13.3,7.8
2010-11-11,1773.592,3.0,0.0,13.3,5.6
2010-11-12,1836.822,2.6,0.0,16.7,7.2
2010-11-13,2023.174,1.4,0.0,17.8,7.8
2010-11-14,2038.392,1.6,0.0,16.1,7.8
2010-11-15,1747.382,2.5,0.0,13.9,10.0
2010-11-16,1509.748,3.0,11.4,15.0,11.1
2010-11-17,1582.032,4.8,5.3,15.6,10.6
2010-11-18,1652.152,3.2,0.0,12.8,7.2
2010-11-19,1570.4,2.6,0.0,8.9,4.4
2010-11-20,2197.006,3.4,0.0,12.8,5.0
2010-11-21,900.91,2.7,0.0,8.9,3.9
2010-11-22,2041.536,2.7,0.0,18.3,7.2
2010-11-23,1577.536,3.1,0.0,16.1,10.0
2010-11-24,1796.248,4.3,0.0,10.0,5.0
2010-11-25,1431.164,1.6,1.5,7.8,3.9
2010-11-26,1488.104,3.1,4.1,11.7,3.3
